  11500,0
  13000,1
 103000,0
 106000,0
 108500,1
 110500,1
 112000,1
 113000,1
 197500,0
 201500,0
 215000,1
 224000,1
 271500,0
 282000,0
 288000,1
 300500,1
 302000,1
 345500,0
 348500,0
 356000,0
 360500,1
 381000,1
 450500,0
 452000,0
 456000,0
 465500,1
 475500,1
 488000,1
 528500,0
 530000,0
 531000,0
 559000,0
 564000,0
 574000,1
 579000,0
 580000,1
 584500,1
 590500,0
 603500,0
 723000,1
 759000,0
 777000,0
 796000,1
 797500,1
 799000,1
 801000,1
 804500,1
 806500,1
 861500,0
 897000,1
 904500,1
 907000,1
 908000,1
 934500,0
 940500,0
 942000,1
 979500,1
1008500,0
1031000,0
1059000,1
1085500,1
1092500,0
1104000,0
1174500,1
1176000,1
1204000,1
1250000,0
1252000,1
1297500,1
1299000,1
1300000,1
1312000,1
1315000,1
1370000,0
1387500,0
1407000,1
1444500,0
1480500,1
1482000,1
1483000,1
1503500,1
1517000,0
1519500,1
1567000,1
1576000,1
1626000,0
1629000,1
1637000,0
1639000,1
1650000,1
1654000,1
1714000,0
1718000,0
1728000,1
1765500,1
1775000,1
1805500,0
1812000,1
1813000,0
1851000,1
1879500,0
1881500,0
1938500,1
1954000,1
1964000,1
1965000,1
1967500,0
1969500,0
1977000,0
1981000,0
1990500,0
2030000,1
2051000,1
2055500,1
2091000,0
2095500,0
2113000,1
2169500,0
2220000,1
2257000,0
2258500,0
2299000,1
2300000,1
2365000,0
2385500,1
2390000,1
2459500,1
2462000,0
2463000,1
2469000,1
2533000,1
2537000,0
2548000,1
2606500,1
2618500,0
2621500,1
2680000,1
2682000,1
2720500,0
2724000,0
2725000,1
2731500,0
2753500,1
2755000,1
2764500,1
2774000,1
2775500,1
2833000,1
2834000,0
2838500,0
2870000,1
2885500,1
2913500,0
2915000,0
2959000,1
3020000,0
3070000,1
3080500,1
3092000,1
3121000,0
3172500,0
3208000,1
3245500,0
3248000,1
3295000,1
3324500,0
3327000,0
3432000,0
3440000,1
3474500,1
3506500,0
3517000,0
3527000,0
3599000,1
3675000,0
3758500,1
3775500,0
3859000,1
3865500,0
3867000,0
3869000,0
3965000,1
3966000,1
3967500,1
3982500,0
3984000,0
3985000,0
4058000,1
4077500,1
4090000,0
4136000,0
4151000,1
4163000,0
4165000,0
4168000,0
4241500,1
4255500,0
4315500,1
4324500,1
4357000,0
4360500,0
4425500,1
4427000,1
4445500,1
4454500,1
4469500,0
4554000,1
4565000,1
4587000,0
4592500,0
4666000,1
4671500,0
4673000,1
4683000,0
4739000,1
4752000,1
4757000,0
4761500,0
4763000,0
4787500,0
4812000,1
4824000,1
4835000,0
4845000,0
4894000,1
4898000,1
4900000,1
4907000,0
4945500,0
4999500,1
5005000,1
5008000,0
5019500,0
5027500,0
5077000,1
5108000,1
5111000,0
5125500,0
5135500,0
5150500,1
5152500,1
5219000,0
5226000,0
5232000,1
5241500,1
5300000,0
5301000,0
5315000,1
5320000,1
5381000,0
5387000,0
5393000,1
5397000,1
5455000,0
5464000,0
5474500,1
5478500,1
5483000,1
5484000,1
5537500,0
5540500,0
5542000,0
5549000,1
5559000,1
5616500,0
5623000,0
5627000,0
5631000,1
5634500,1
5696000,0
5700500,0
5735500,1
5741000,1
5775000,0
5779000,0
5823500,1
5831000,1
5833500,1
5856000,0
5921000,1
5943000,0
5993500,1
6022000,0
6068000,1
6072500,1
6101000,0
6151500,1
6153000,1
6154000,1
6180000,0
6258000,1
6259000,1
6270000,0
6341500,1
6343000,1
6344000,1
6349000,0
6418000,1
6429000,1
6441000,0
6491000,1
6492500,1
6500000,1
6502000,1
6503000,1
6520000,0
6552000,1
6579500,1
6589000,1
6592000,1
6603000,0
6667000,1
6672000,1
6680500,1
6696000,0
6748000,1
6760500,1
6764500,1
6775000,0
6821000,1
6852500,1
6857500,1
6865000,0
6896000,1
6935500,1
6945000,0
6956500,1
6959500,1
6961500,1
6971000,1
7024000,0
7031000,1
7103000,0
7105000,1
7106000,1
7181000,1
7182000,0
7187500,1
7278000,1
7279000,0
7287000,1
7288500,1
7297500,1
7362000,0
7371500,1
7441000,0
7445500,1
7447000,1
7450500,1
7455000,1
7473500,1
7520000,0
7568500,1
7590500,1
7598500,1
7600000,0
7664500,1
7683000,0
7685500,1
7716000,1
7717000,1
7762000,0
7786500,1
7809500,1
7815500,1
7838500,1
7841000,0
8162000,1
8164500,1
8214000,0
8263500,1
8321000,0
8365500,1
8367500,1
8428000,0
8438000,0
8440500,0
8471000,1
8474500,1
8479000,1
