8535000,0
8542000,0
8589500,1
8609500,1
8619500,1
8642000,0
8643000,0
8654500,0
8688000,0
8695500,1
8697500,1
8761000,0
8768500,0
8770000,1
8792000,1
8793000,1
8796000,1
8800000,1
8841000,0
8869500,1
8880000,1
8897000,1
8899500,1
8901000,1
8914500,0
8952000,1
9001500,1
9010500,0
9014500,0
9076500,1
9088500,0
9097500,1
9162500,0
9165000,0
9170500,1
9188500,1
9191500,1
9193000,1
9236500,0
9253000,0
9291000,1
9296500,1
9343500,0
9382000,1
9445500,0
9447000,0
9449500,0
9456000,1
9461000,1
9560000,1
9570000,1
9609500,0
9617500,0
9634000,1
9691000,0
9720000,1
9731500,1
9765000,0
9793000,1
9827000,1
9839000,0
9866000,1
9926500,0
9938000,1
9939500,1
9941000,0
9942000,1
10001000,0
10004000,0
10011500,1
10013000,1
10054000,1
10079000,0
10087000,1
10131000,1
10152000,0
10161000,1
10167500,1
10177000,0
10184000,0
10220500,0
10241500,1
10256000,1
10262500,1
10322000,0
10339000,1
10345000,1
10361000,0
10390000,0
10392500,0
10395500,0
10418000,1
10491000,1
10493000,1
10506000,0
10564000,1
10565500,1
10570000,0
10591000,0
10606500,0
10615000,0
10616000,0
10637500,1
10639000,1
10729500,1
10731500,1
10734500,0
10804000,1
10839500,0
10877500,1
10879000,1
10923000,0
10924000,0
10951000,1
10978500,1
10980000,0
11031000,0
11036000,1
11052000,0
11055500,0
11058000,0
11139000,1
11155500,0
11177000,1
11179500,0
11213000,1
11217000,1
11240000,0
11257500,0
11269000,0
11318500,1
11327500,1
11357500,0
11401000,0
11420500,1
11422000,0
11423500,1
11560500,1
11564500,1
11576500,0
11671000,0
11673500,1
11675500,1
11745000,0
11751000,1
11800000,1
11818500,0
11841500,0
11846500,0
11872500,1
11876500,1
11964500,0
11977000,1
12037500,0
12051000,1
12054000,1
12112000,0
12141500,1
12150500,1
12214500,0
12216000,1
12217000,0
12321500,1
12327000,0
12329500,1
12402500,0
12406000,0
12410000,1
12413500,1
12415000,1
12494000,0
12510000,0
12551500,1
12573500,1
12597500,0
12599000,0
12653500,1
12658000,1
12671000,0
12711000,0
12727500,1
12738000,1
12801500,1
12803000,1
12804000,1
12807000,0
12812500,0
12875500,1
12913500,1
12949500,1
12970000,0
12991000,1
13012000,0
13022500,1
13028500,1
13069000,1
13125500,1
13141000,1
13142500,1
13146500,1
13244000,1
13246500,0
13317000,1
13348000,0
13352000,0
13402000,1
13406000,1
13426500,0
13429000,0
13475000,1
13484500,1
13501000,0
13530000,0
13548500,1
13551000,1
13594500,0
13650500,1
13675000,0
13682500,0
13685500,0
13694000,0
13724000,1
13727500,1
13800500,0
13833000,1
13876000,0
13881500,0
13906000,1
13960000,0
13991000,1
13994000,1
14032500,0
14069000,1
14072500,1
14109500,0
14173500,1
14224000,0
14225500,0
14276000,1
14278500,1
14333500,0
14339000,0
14396000,1
14437500,0
14440500,0
14450000,0
14480500,1
14488000,1
14498500,1
14553500,0
14569000,0
14612000,1
14664000,0
14681000,0
14685000,1
14690500,0
14692000,1
14693000,0
14740500,0
14754500,0
14759000,1
14762500,1
14866000,0
14867000,1
14870000,0
14944000,1
14948500,1
14951000,0
15022500,1
15038500,0
15095500,1
15152500,0
15169000,1
15172500,1
15226000,0
15277500,1
15287500,1
15303000,0
15361500,1
15365500,1
15376000,0
15385500,0
15466000,1
15472000,0
15479000,0
15482000,0
15541000,1
15542000,1
15546000,0
15549000,0
15551000,0
15649000,1
15651500,0
15653000,1
15669000,0
15952000,0
15955500,0
15958000,0
15969500,1
15974500,1
16044500,0
16046000,0
16058500,1
16062000,1
16064000,1
16139500,0
16151000,1
16216500,0
16230500,1
16232000,1
16317000,0
16324000,0
16331000,0
16337500,1
16432500,0
16435500,0
16440500,1
16444500,1
16536000,0
16542500,1
16546000,1
16552000,1
16613000,0
16619000,0
16620000,1
16622000,0
16624000,0
16699500,1
16704500,1
16724000,0
16774000,1
16824000,0
16828500,0
16919000,1
16922000,1
16925500,0
16928000,0
16998500,1
17005000,0
17079000,0
17148000,1
17152000,0
17158500,0
17261500,0
17266500,0
17279500,1
17335500,0
17339500,0
17380500,1
17428000,0
17431000,0
17454500,1
17460000,1
17480500,1
17533500,0
17585000,1
17634500,0
17637000,0
17659000,1
17679500,1
17708500,0
17710000,0
17711000,0
17791000,1
17800500,0
17836000,0
17839500,0
17892000,1
17896000,1
17909500,0
17912500,0
17970000,1
17982000,1
18013500,0
18054000,1
18100000,0
18127000,1
18173500,0
18198500,0
18200500,1
18207000,1
18213500,1
18299000,0
18310500,1
18319500,1
18322500,1
18372500,0
18411000,1
18417500,1
18453500,0
18466500,0
18491000,1
18495500,1
18540000,0
18547000,0
18574000,1
18620000,0
18624500,0
18646000,1
18730000,0
18734000,0
18739000,1
18740500,1
18808000,0
18841000,1
18882000,0
18926000,1
18933500,1
18939500,1
18990000,0
19021500,1
19032500,1
19047000,1
19128500,1
19134000,1
19168000,0
19178500,0
19235000,1
19238000,1
19290000,0
19337000,1
19342500,1
19363500,0
19368500,0
19411000,1
19414000,1
19441500,0
19455500,0
19485500,1
19557000,0
19567500,1
19576000,1
19631000,0
19634000,0
19641500,1
19705000,1
19734000,0
19779000,1
19787000,1
19852000,1
19856000,1
19875500,0
19884500,0
19891500,0
19916000,0
19930000,1
19932500,1
19936000,1
19975500,0
20072000,1
20079500,0
20137500,0
20146500,0
20190000,1
20247000,0
20250000,0
20277000,1
20322000,0
20333500,0
20431500,0
20441000,1
20506000,0
20512500,0
20514000,1
20600500,0
20608500,0
20612500,0
20653000,1
20710000,0
20754000,1
20755000,1
20782500,0
20787000,0
20864000,1
20890000,0
20965000,1
20971000,0
20972500,0
20977500,1
21047000,0
21073500,0
21087500,0
21103500,1
21176000,0
21181000,0
21183000,0
21185000,1
21211500,0
21285000,1
21307000,0
21308000,0
21312000,0
21358000,1
21455000,0
21456000,1
21556500,0
21562000,0
21604000,1
21663000,0
21666500,0
21717500,1
21741000,0
21819000,1
21825000,0
21830000,0
21930500,0
21936500,0
21944000,1
21975000,1
22014500,0
22088500,0
22091500,1
22146000,0
22167500,1
22253000,1
